Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade,Exam_Performance,Sleep_Category,Cluster,Exam_Performance_Category
S07702,19,Male,11,Reading/Writing,5,Yes,81,52,77,No,Low,19,6,D,Sedang,Ideal,1,Sedang
S07703,25,Female,35,Kinesthetic,10,No,91,55,82,No,Medium,4,10,C,Sedang,Lebih,2,Sedang
S07704,20,Male,34,Reading/Writing,12,Yes,63,73,78,Yes,Low,27,7,B,Baik,Ideal,2,Baik
S07705,22,Male,40,Auditory,16,Yes,56,58,67,No,Medium,12,9,C,Sedang,Lebih,2,Sedang
S07706,22,Male,11,Reading/Writing,15,No,73,67,74,Yes,Low,18,8,C,Sedang,Lebih,1,Sedang
S07707,22,Male,10,Kinesthetic,0,Yes,66,59,56,No,Medium,23,5,C,Sedang,Cukup,1,Sedang
S07708,21,Female,26,Reading/Writing,20,Yes,77,74,69,Yes,Low,12,6,B,Baik,Ideal,2,Baik
S07709,26,Female,49,Visual,0,Yes,72,62,94,Yes,Medium,10,9,C,Sedang,Lebih,2,Sedang
S07710,23,Female,13,Auditory,0,No,57,81,55,Yes,Medium,28,7,B,Baik,Ideal,1,Baik
S07711,27,Male,15,Reading/Writing,9,Yes,80,78,80,Yes,Medium,0,9,B,Baik,Lebih,0,Baik
S07712,28,Female,41,Kinesthetic,19,Yes,86,49,61,No,Low,27,9,D,Rendah,Lebih,0,Rendah
S07713,20,Female,43,Auditory,7,Yes,71,83,99,No,Low,30,7,B,Baik,Ideal,2,Baik
S07714,27,Male,32,Auditory,18,Yes,72,97,56,Yes,Medium,12,8,A,Sangat Baik,Lebih,0,Sangat Baik
S07715,26,Male,35,Reading/Writing,7,Yes,72,89,60,Yes,High,24,8,A,Sangat Baik,Lebih,0,Sangat Baik
S07716,18,Female,12,Reading/Writing,20,No,81,44,59,No,Low,27,6,D,Rendah,Ideal,1,Rendah
S07717,26,Female,40,Kinesthetic,19,No,68,90,73,Yes,Low,10,6,A,Sangat Baik,Ideal,2,Sangat Baik
S07718,22,Male,33,Reading/Writing,11,No,87,50,94,No,Low,1,8,D,Rendah,Lebih,2,Sedang
S07719,22,Male,15,Reading/Writing,14,No,89,86,78,Yes,Medium,15,10,A,Sangat Baik,Lebih,1,Sangat Baik
S07720,21,Female,5,Reading/Writing,18,No,63,41,56,No,Medium,20,5,D,Rendah,Cukup,1,Rendah
S07721,18,Female,14,Visual,6,No,65,95,99,Yes,Low,30,10,A,Sangat Baik,Lebih,1,Sangat Baik
S07722,21,Male,45,Visual,10,Yes,64,46,85,No,Medium,26,10,D,Rendah,Lebih,2,Rendah
S07723,23,Female,29,Kinesthetic,19,Yes,81,92,56,No,Medium,24,10,A,Sangat Baik,Lebih,2,Sangat Baik
S07724,21,Male,33,Kinesthetic,4,Yes,88,98,59,Yes,Medium,8,9,A,Sangat Baik,Lebih,2,Sangat Baik
S07725,23,Male,44,Visual,2,Yes,92,56,98,No,Medium,19,8,C,Sedang,Lebih,2,Sedang
S07726,27,Male,44,Auditory,9,Yes,97,57,72,Yes,Medium,27,5,C,Sedang,Cukup,0,Sedang
S07727,25,Male,41,Kinesthetic,8,Yes,98,87,94,Yes,High,2,9,A,Sangat Baik,Lebih,2,Sangat Baik
S07728,27,Male,38,Reading/Writing,19,Yes,52,97,66,Yes,Medium,5,6,A,Sangat Baik,Ideal,0,Sangat Baik
S07729,18,Female,44,Reading/Writing,13,Yes,97,73,85,No,Low,8,9,B,Baik,Lebih,2,Baik
S07730,19,Female,25,Auditory,20,Yes,72,94,96,Yes,Medium,4,8,A,Sangat Baik,Lebih,2,Sangat Baik
S07731,24,Other,49,Visual,18,No,84,73,93,Yes,Medium,16,8,B,Baik,Lebih,2,Baik
S07732,19,Male,47,Auditory,17,Yes,57,84,95,No,Medium,21,10,B,Baik,Lebih,2,Baik
S07733,26,Female,49,Kinesthetic,14,No,61,56,76,No,Low,15,10,C,Sedang,Lebih,2,Sedang
S07734,26,Male,9,Auditory,14,Yes,50,96,86,Yes,Low,16,4,A,Sangat Baik,Cukup,0,Sangat Baik
S07735,19,Female,47,Reading/Writing,14,No,52,61,51,Yes,High,0,6,C,Sedang,Ideal,2,Sedang
S07736,18,Female,49,Visual,0,No,58,99,100,Yes,Medium,19,4,A,Sangat Baik,Cukup,2,Sangat Baik
S07737,26,Female,39,Auditory,4,Yes,51,55,69,Yes,Medium,10,9,C,Sedang,Lebih,0,Sedang
S07738,21,Female,46,Auditory,20,No,90,68,56,No,High,13,5,C,Sedang,Cukup,2,Sedang
S07739,26,Male,14,Visual,20,Yes,75,90,71,Yes,Medium,18,4,A,Sangat Baik,Cukup,0,Sangat Baik
S07740,21,Female,5,Auditory,6,Yes,66,47,93,Yes,Low,8,4,D,Rendah,Cukup,1,Rendah
S07741,25,Female,36,Visual,3,No,72,45,88,No,Medium,4,8,D,Rendah,Lebih,2,Rendah
S07742,28,Female,18,Visual,19,No,63,74,89,No,Medium,13,9,B,Baik,Lebih,0,Baik
S07743,29,Female,11,Kinesthetic,11,Yes,68,54,58,Yes,Medium,12,9,D,Sedang,Lebih,0,Sedang
S07744,29,Male,19,Visual,11,Yes,54,100,61,Yes,Low,2,6,A,Sangat Baik,Ideal,0,Sangat Baik
S07745,23,Other,25,Visual,16,Yes,51,74,87,No,Low,7,9,B,Baik,Lebih,2,Baik
S07746,21,Male,49,Reading/Writing,13,Yes,88,87,70,No,Medium,24,6,A,Sangat Baik,Ideal,2,Sangat Baik
S07747,22,Male,29,Reading/Writing,15,No,81,100,85,Yes,Medium,7,7,A,Sangat Baik,Ideal,2,Sangat Baik
S07748,27,Male,46,Visual,6,Yes,72,40,67,Yes,Medium,5,8,D,Rendah,Lebih,0,Rendah
S07749,23,Male,29,Reading/Writing,20,Yes,98,65,94,Yes,Medium,11,10,C,Sedang,Lebih,2,Sedang
S07750,25,Female,49,Auditory,6,No,79,71,73,Yes,Medium,2,4,B,Baik,Cukup,2,Baik
S07751,29,Female,30,Kinesthetic,9,Yes,79,87,89,Yes,Low,13,10,A,Sangat Baik,Lebih,0,Sangat Baik
S07752,23,Male,33,Auditory,18,No,76,86,54,No,Medium,6,7,A,Sangat Baik,Ideal,2,Sangat Baik
S07753,23,Female,30,Reading/Writing,14,Yes,89,83,61,Yes,Medium,24,4,B,Baik,Cukup,2,Baik
S07754,29,Female,46,Reading/Writing,8,Yes,60,76,84,No,Medium,22,4,B,Baik,Cukup,0,Baik
S07755,22,Male,29,Auditory,14,Yes,52,58,98,Yes,Medium,30,4,C,Sedang,Cukup,2,Sedang
S07756,23,Female,27,Auditory,18,Yes,50,52,68,Yes,Low,21,7,D,Sedang,Ideal,2,Sedang
S07757,25,Male,30,Auditory,16,Yes,74,70,89,No,Medium,27,5,B,Sedang,Cukup,2,Baik
S07758,26,Male,13,Reading/Writing,0,No,87,86,84,Yes,Medium,13,9,A,Sangat Baik,Lebih,0,Sangat Baik
S07759,21,Male,29,Kinesthetic,1,No,77,86,51,No,Low,11,5,A,Sangat Baik,Cukup,1,Sangat Baik
S07760,26,Female,36,Kinesthetic,11,Yes,54,72,65,Yes,Medium,11,9,B,Baik,Lebih,0,Baik
S07761,22,Male,42,Kinesthetic,18,Yes,67,71,60,Yes,High,14,7,B,Baik,Ideal,2,Baik
S07762,20,Male,36,Reading/Writing,17,No,91,88,77,Yes,Medium,4,4,A,Sangat Baik,Cukup,2,Sangat Baik
S07763,22,Male,27,Auditory,4,Yes,59,47,98,No,Medium,11,5,D,Rendah,Cukup,1,Rendah
S07764,23,Female,6,Auditory,7,Yes,100,96,68,Yes,Medium,12,4,A,Sangat Baik,Cukup,1,Sangat Baik
S07765,18,Male,23,Visual,10,Yes,55,93,99,Yes,High,23,6,A,Sangat Baik,Ideal,1,Sangat Baik
S07766,29,Male,41,Auditory,9,Yes,64,55,66,Yes,Medium,12,5,C,Sedang,Cukup,0,Sedang
S07767,27,Female,19,Reading/Writing,11,No,59,74,59,Yes,Low,6,8,B,Baik,Lebih,0,Baik
S07768,27,Male,17,Auditory,18,Yes,99,83,95,Yes,Low,6,10,B,Baik,Lebih,0,Baik
S07769,22,Female,23,Reading/Writing,19,Yes,59,51,77,Yes,Low,10,10,D,Sedang,Lebih,1,Sedang
S07770,20,Female,26,Reading/Writing,2,Yes,98,79,52,Yes,Medium,26,6,B,Baik,Ideal,1,Baik
S07771,25,Female,9,Visual,7,No,52,47,76,No,Medium,15,6,D,Rendah,Ideal,1,Rendah
S07772,24,Other,17,Visual,2,Yes,78,73,70,Yes,Medium,3,5,B,Baik,Cukup,1,Baik
S07773,18,Female,7,Auditory,20,Yes,52,72,84,Yes,Medium,23,9,B,Baik,Lebih,1,Baik
S07774,21,Male,12,Auditory,16,Yes,66,71,75,Yes,Medium,30,7,B,Baik,Ideal,1,Baik
S07775,23,Female,19,Visual,14,Yes,54,61,56,Yes,Medium,7,5,C,Sedang,Cukup,1,Sedang
S07776,27,Male,28,Reading/Writing,16,No,96,62,80,No,Medium,28,10,C,Sedang,Lebih,0,Sedang
S07777,25,Female,48,Auditory,15,No,62,56,98,Yes,Medium,6,8,C,Sedang,Lebih,2,Sedang
S07778,19,Female,20,Auditory,9,No,54,73,97,Yes,Low,2,10,B,Baik,Lebih,1,Baik
S07779,25,Female,47,Auditory,13,No,72,81,69,Yes,High,5,8,B,Baik,Lebih,2,Baik
S07780,20,Female,34,Reading/Writing,6,Yes,50,70,91,Yes,Low,26,5,B,Sedang,Cukup,2,Baik
S07781,18,Male,32,Visual,17,Yes,60,85,62,Yes,Medium,2,6,A,Baik,Ideal,2,Sangat Baik
S07782,23,Male,9,Reading/Writing,18,No,81,41,59,Yes,Low,12,5,D,Rendah,Cukup,1,Rendah
S07783,20,Female,41,Reading/Writing,9,Yes,87,55,59,Yes,Medium,26,8,C,Sedang,Lebih,2,Sedang
S07784,20,Male,44,Kinesthetic,6,Yes,77,41,95,Yes,Medium,7,5,D,Rendah,Cukup,2,Rendah
S07785,27,Female,40,Kinesthetic,13,No,57,46,55,Yes,Medium,30,8,D,Rendah,Lebih,0,Rendah
S07786,24,Female,32,Reading/Writing,17,No,88,48,79,Yes,Medium,23,7,D,Rendah,Ideal,2,Rendah
S07787,20,Female,16,Reading/Writing,19,No,52,43,76,No,Low,2,4,D,Rendah,Cukup,1,Rendah
S07788,19,Female,32,Visual,13,Yes,58,81,72,Yes,Medium,10,10,B,Baik,Lebih,2,Baik
S07789,20,Female,27,Kinesthetic,7,No,89,67,92,No,High,29,5,C,Sedang,Cukup,1,Sedang
S07790,26,Other,27,Reading/Writing,18,No,98,79,57,Yes,High,25,9,B,Baik,Lebih,0,Baik
S07791,25,Male,26,Visual,9,Yes,74,97,65,Yes,Medium,4,9,A,Sangat Baik,Lebih,0,Sangat Baik
S07792,21,Male,38,Reading/Writing,18,Yes,98,48,54,No,Low,16,5,D,Rendah,Cukup,2,Rendah
S07793,28,Female,44,Auditory,10,No,79,77,69,Yes,Medium,15,4,B,Baik,Cukup,0,Baik
S07794,22,Male,37,Reading/Writing,4,No,94,55,85,Yes,Medium,16,6,C,Sedang,Ideal,2,Sedang
S07795,29,Female,35,Reading/Writing,4,No,99,83,51,Yes,Medium,22,4,B,Baik,Cukup,0,Baik
S07796,23,Male,29,Reading/Writing,4,Yes,59,42,89,Yes,Medium,7,7,D,Rendah,Ideal,2,Rendah
S07797,18,Female,32,Auditory,18,No,61,77,89,Yes,Medium,21,5,B,Baik,Cukup,2,Baik
S07798,24,Male,17,Kinesthetic,11,Yes,58,88,92,Yes,Medium,18,6,A,Sangat Baik,Ideal,1,Sangat Baik
S07799,29,Male,13,Reading/Writing,7,Yes,58,49,98,No,High,5,5,D,Rendah,Cukup,0,Rendah
S07800,23,Male,16,Reading/Writing,0,Yes,85,52,72,Yes,Medium,9,5,D,Sedang,Cukup,1,Sedang
S07801,23,Female,30,Kinesthetic,16,Yes,55,69,75,Yes,High,13,9,C,Sedang,Lebih,2,Sedang
S07802,24,Female,6,Reading/Writing,2,Yes,66,71,95,Yes,Medium,8,4,B,Baik,Cukup,1,Baik
S07803,21,Female,47,Visual,5,Yes,65,68,72,No,Medium,7,10,C,Sedang,Lebih,2,Sedang
S07804,18,Female,37,Kinesthetic,15,Yes,72,97,85,No,Low,5,4,A,Sangat Baik,Cukup,2,Sangat Baik
S07805,29,Male,35,Auditory,0,Yes,62,94,91,Yes,Medium,4,9,A,Sangat Baik,Lebih,0,Sangat Baik
S07806,19,Female,38,Kinesthetic,2,Yes,89,58,74,Yes,High,2,7,C,Sedang,Ideal,2,Sedang
S07807,25,Male,35,Visual,16,No,93,83,84,Yes,Medium,24,5,B,Baik,Cukup,2,Baik
S07808,20,Male,30,Reading/Writing,9,No,88,44,99,Yes,Low,18,7,D,Rendah,Ideal,2,Rendah
S07809,28,Female,20,Reading/Writing,7,Yes,91,69,67,No,Medium,21,9,C,Sedang,Lebih,0,Sedang
S07810,24,Female,35,Reading/Writing,2,Yes,64,98,66,Yes,Medium,5,8,A,Sangat Baik,Lebih,2,Sangat Baik
S07811,27,Female,43,Kinesthetic,12,Yes,77,75,100,No,Low,0,5,B,Baik,Cukup,2,Baik
S07812,20,Male,14,Auditory,3,No,63,48,82,Yes,Low,5,7,D,Rendah,Ideal,1,Rendah
S07813,26,Female,38,Visual,19,Yes,86,77,98,Yes,Medium,7,6,B,Baik,Ideal,2,Baik
S07814,29,Female,47,Auditory,4,No,88,57,90,Yes,Low,18,4,C,Sedang,Cukup,0,Sedang
S07815,27,Male,37,Kinesthetic,9,No,98,81,85,Yes,Medium,29,7,B,Baik,Ideal,0,Baik
S07816,26,Female,15,Reading/Writing,6,Yes,79,55,64,Yes,Low,2,6,C,Sedang,Ideal,0,Sedang
S07817,28,Male,44,Auditory,18,Yes,62,100,97,Yes,Low,12,5,A,Sangat Baik,Cukup,2,Sangat Baik
S07818,27,Female,18,Kinesthetic,9,Yes,61,76,67,No,Medium,23,4,B,Baik,Cukup,0,Baik
S07819,24,Other,16,Kinesthetic,3,Yes,60,66,64,Yes,Low,8,9,C,Sedang,Lebih,1,Sedang
S07820,25,Female,28,Reading/Writing,0,No,68,58,63,Yes,Low,30,4,C,Sedang,Cukup,0,Sedang
S07821,27,Male,31,Auditory,8,Yes,78,67,99,No,Medium,23,4,C,Sedang,Cukup,0,Sedang
S07822,21,Female,31,Kinesthetic,6,Yes,70,90,72,Yes,High,0,8,A,Sangat Baik,Lebih,2,Sangat Baik
S07823,22,Female,49,Visual,11,Yes,79,75,71,Yes,Medium,17,5,B,Baik,Cukup,2,Baik
S07824,26,Male,47,Kinesthetic,15,Yes,96,72,83,No,Low,17,5,B,Baik,Cukup,2,Baik
S07825,18,Female,5,Visual,18,Yes,95,92,99,Yes,Low,9,5,A,Sangat Baik,Cukup,1,Sangat Baik
S07826,22,Female,45,Kinesthetic,18,Yes,51,62,69,Yes,Low,0,4,C,Sedang,Cukup,2,Sedang
S07827,20,Female,17,Visual,5,Yes,57,96,100,No,Low,16,7,A,Sangat Baik,Ideal,1,Sangat Baik
S07828,27,Female,14,Visual,10,No,96,55,53,Yes,Low,23,7,C,Sedang,Ideal,0,Sedang
S07829,23,Female,10,Auditory,12,No,90,61,56,Yes,Medium,29,10,C,Sedang,Lebih,1,Sedang
S07830,21,Female,30,Visual,10,Yes,50,70,70,Yes,Low,23,8,B,Sedang,Lebih,2,Baik
S07831,26,Female,36,Visual,9,Yes,56,61,64,Yes,Medium,11,5,C,Sedang,Cukup,0,Sedang
S07832,28,Female,44,Reading/Writing,19,Yes,69,88,59,Yes,Medium,26,9,A,Sangat Baik,Lebih,0,Sangat Baik
S07833,23,Male,8,Kinesthetic,2,No,71,66,99,Yes,High,16,5,C,Sedang,Cukup,1,Sedang
S07834,28,Other,40,Kinesthetic,11,Yes,79,98,95,Yes,Low,7,4,A,Sangat Baik,Cukup,2,Sangat Baik
S07835,21,Male,24,Visual,10,Yes,69,64,66,Yes,Medium,21,6,C,Sedang,Ideal,1,Sedang
S07836,28,Female,15,Visual,10,No,89,71,51,Yes,Low,15,5,B,Baik,Cukup,0,Baik
S07837,25,Female,41,Reading/Writing,1,Yes,96,50,75,Yes,Low,26,7,D,Rendah,Ideal,0,Sedang
S07838,19,Male,36,Visual,20,No,61,74,98,Yes,Low,27,7,B,Baik,Ideal,2,Baik
S07839,23,Male,35,Reading/Writing,12,No,73,65,60,Yes,Medium,28,6,C,Sedang,Ideal,2,Sedang
S07840,20,Other,14,Kinesthetic,3,No,89,61,74,No,High,17,8,C,Sedang,Lebih,1,Sedang
S07841,18,Female,38,Visual,17,Yes,68,93,80,No,Medium,28,7,A,Sangat Baik,Ideal,2,Sangat Baik
S07842,25,Male,8,Auditory,9,Yes,85,91,86,Yes,Low,25,9,A,Sangat Baik,Lebih,0,Sangat Baik
S07843,27,Female,19,Auditory,18,No,61,96,74,No,Medium,20,4,A,Sangat Baik,Cukup,0,Sangat Baik
S07844,22,Male,26,Visual,17,Yes,80,89,91,Yes,Medium,21,5,A,Sangat Baik,Cukup,2,Sangat Baik
S07845,23,Male,9,Reading/Writing,3,Yes,70,77,50,No,Medium,21,8,B,Baik,Lebih,1,Baik
S07846,18,Male,49,Kinesthetic,9,Yes,78,84,91,Yes,Medium,22,6,B,Baik,Ideal,2,Baik
S07847,24,Female,30,Reading/Writing,16,Yes,75,49,56,Yes,Medium,1,8,D,Rendah,Lebih,0,Rendah
S07848,26,Male,37,Kinesthetic,8,Yes,53,41,70,Yes,Medium,0,4,D,Rendah,Cukup,0,Rendah
S07849,23,Female,30,Visual,7,Yes,83,91,59,No,Medium,25,9,A,Sangat Baik,Lebih,0,Sangat Baik
S07850,26,Male,8,Auditory,6,Yes,96,52,90,Yes,Low,18,4,D,Sedang,Cukup,0,Sedang
S07851,23,Female,15,Visual,19,No,93,71,88,Yes,Medium,26,5,B,Baik,Cukup,1,Baik
S07852,26,Male,8,Auditory,2,Yes,54,45,71,Yes,Low,20,6,D,Rendah,Ideal,0,Rendah
S07853,18,Female,44,Visual,8,Yes,65,65,86,No,Medium,3,7,C,Sedang,Ideal,2,Sedang
S07854,19,Female,16,Kinesthetic,1,Yes,94,89,80,Yes,Medium,25,7,A,Sangat Baik,Ideal,1,Sangat Baik
S07855,27,Female,9,Visual,0,Yes,61,64,65,No,High,11,5,C,Sedang,Cukup,0,Sedang
S07856,20,Male,12,Auditory,8,Yes,97,84,73,Yes,Low,28,4,B,Baik,Cukup,1,Baik
S07857,28,Female,9,Visual,13,Yes,85,71,56,Yes,Low,4,10,B,Baik,Lebih,0,Baik
S07858,27,Male,49,Auditory,11,No,68,46,71,No,Low,0,9,D,Rendah,Lebih,2,Rendah
S07859,27,Male,46,Reading/Writing,10,Yes,57,50,73,Yes,High,16,8,D,Rendah,Lebih,0,Sedang
S07860,18,Female,38,Auditory,9,Yes,73,88,75,Yes,Medium,15,9,A,Sangat Baik,Lebih,2,Sangat Baik
S07861,28,Male,23,Reading/Writing,5,Yes,69,97,50,Yes,Low,6,6,A,Sangat Baik,Ideal,0,Sangat Baik
S07862,26,Male,18,Visual,16,Yes,65,72,64,Yes,Medium,7,4,B,Baik,Cukup,0,Baik
S07863,27,Male,21,Auditory,7,Yes,77,96,83,Yes,Low,2,8,A,Sangat Baik,Lebih,0,Sangat Baik
S07864,26,Female,31,Auditory,1,No,66,48,93,Yes,Medium,15,8,D,Rendah,Lebih,0,Rendah
S07865,25,Male,31,Visual,10,Yes,72,48,81,Yes,Medium,29,6,D,Rendah,Ideal,0,Rendah
S07866,28,Male,49,Auditory,16,No,84,74,92,No,Medium,13,7,B,Baik,Ideal,2,Baik
S07867,29,Male,19,Kinesthetic,13,No,99,62,82,Yes,Medium,27,9,C,Sedang,Lebih,0,Sedang
S07868,22,Female,23,Visual,4,No,67,50,78,Yes,Medium,3,5,D,Rendah,Cukup,1,Sedang
S07869,20,Male,6,Visual,1,Yes,80,97,53,Yes,Medium,23,5,A,Sangat Baik,Cukup,1,Sangat Baik
S07870,18,Female,26,Kinesthetic,15,Yes,84,80,100,No,Low,15,5,B,Baik,Cukup,1,Baik
S07871,22,Male,43,Reading/Writing,3,No,69,63,88,No,Low,9,4,C,Sedang,Cukup,2,Sedang
S07872,27,Male,38,Visual,17,Yes,92,94,75,No,Low,8,9,A,Sangat Baik,Lebih,2,Sangat Baik
S07873,19,Female,35,Kinesthetic,0,No,51,77,66,Yes,Low,24,4,B,Baik,Cukup,1,Baik
S07874,25,Male,6,Kinesthetic,19,Yes,85,68,61,Yes,Low,18,7,C,Sedang,Ideal,1,Sedang
S07875,24,Male,30,Kinesthetic,20,Yes,79,76,54,Yes,High,5,4,B,Baik,Cukup,2,Baik
S07876,23,Female,40,Visual,1,Yes,72,73,66,No,Low,28,5,B,Baik,Cukup,2,Baik
S07877,24,Female,46,Auditory,9,No,69,46,81,Yes,Medium,6,8,D,Rendah,Lebih,2,Rendah
S07878,28,Male,25,Auditory,4,Yes,72,71,53,No,Low,8,9,B,Baik,Lebih,0,Baik
S07879,26,Female,27,Visual,16,Yes,80,86,71,Yes,Low,15,9,A,Sangat Baik,Lebih,0,Sangat Baik
S07880,27,Female,33,Visual,19,No,85,45,76,No,Low,24,5,D,Rendah,Cukup,0,Rendah
S07881,23,Female,33,Reading/Writing,3,Yes,91,93,59,No,Medium,12,5,A,Sangat Baik,Cukup,2,Sangat Baik
S07882,22,Female,25,Visual,0,Yes,85,57,58,No,Low,14,8,C,Sedang,Lebih,1,Sedang
S07883,19,Male,23,Reading/Writing,10,Yes,64,79,86,Yes,Low,26,6,B,Baik,Ideal,1,Baik
S07884,24,Female,20,Kinesthetic,20,Yes,68,67,74,No,Low,7,7,C,Sedang,Ideal,1,Sedang
S07885,20,Female,17,Reading/Writing,13,Yes,53,75,86,Yes,Low,5,6,B,Baik,Ideal,1,Baik
S07886,29,Female,20,Auditory,13,No,80,65,74,No,High,6,10,C,Sedang,Lebih,0,Sedang
S07887,27,Male,41,Visual,2,No,72,97,63,Yes,High,19,9,A,Sangat Baik,Lebih,0,Sangat Baik
S07888,27,Other,42,Visual,1,No,61,78,80,Yes,Medium,28,5,B,Baik,Cukup,0,Baik
S07889,18,Male,43,Reading/Writing,15,Yes,73,94,100,No,Low,0,9,A,Sangat Baik,Lebih,2,Sangat Baik
S07890,24,Female,18,Auditory,16,No,74,83,80,Yes,High,10,4,B,Baik,Cukup,1,Baik
S07891,20,Female,47,Auditory,8,Yes,50,97,62,Yes,High,27,4,A,Sangat Baik,Cukup,2,Sangat Baik
S07892,27,Female,21,Visual,18,No,97,40,78,No,Medium,28,10,D,Rendah,Lebih,0,Rendah
S07893,22,Other,18,Auditory,11,Yes,79,63,72,No,Medium,8,4,C,Sedang,Cukup,1,Sedang
S07894,23,Female,15,Kinesthetic,4,No,62,92,93,Yes,Medium,0,6,A,Sangat Baik,Ideal,1,Sangat Baik
S07895,22,Other,40,Reading/Writing,15,Yes,81,97,84,No,High,27,6,A,Sangat Baik,Ideal,2,Sangat Baik
S07896,18,Female,40,Reading/Writing,6,No,89,100,75,Yes,Medium,3,4,A,Sangat Baik,Cukup,2,Sangat Baik
S07897,22,Female,35,Visual,2,Yes,60,95,96,Yes,Medium,21,9,A,Sangat Baik,Lebih,2,Sangat Baik
S07898,26,Male,43,Visual,20,No,83,70,74,No,Medium,28,8,B,Sedang,Lebih,2,Baik
S07899,25,Female,46,Kinesthetic,12,No,94,50,99,Yes,High,3,5,D,Rendah,Cukup,2,Sedang
S07900,26,Female,16,Kinesthetic,0,No,96,56,83,Yes,High,26,8,C,Sedang,Lebih,0,Sedang
S07901,26,Female,46,Kinesthetic,0,Yes,80,92,96,Yes,Medium,8,5,A,Sangat Baik,Cukup,2,Sangat Baik
S07902,21,Female,33,Visual,5,Yes,75,77,77,Yes,Medium,28,9,B,Baik,Lebih,2,Baik
S07903,20,Female,49,Reading/Writing,10,Yes,53,40,72,Yes,Low,25,9,D,Rendah,Lebih,2,Rendah
S07904,20,Female,7,Kinesthetic,19,Yes,73,48,99,Yes,Medium,25,5,D,Rendah,Cukup,1,Rendah
S07905,22,Female,34,Auditory,20,Yes,99,93,98,No,High,24,7,A,Sangat Baik,Ideal,2,Sangat Baik
S07906,20,Female,6,Auditory,5,Yes,82,72,61,No,High,26,10,B,Baik,Lebih,1,Baik
S07907,25,Male,43,Reading/Writing,14,Yes,65,62,50,Yes,High,16,5,C,Sedang,Cukup,2,Sedang
S07908,23,Female,33,Visual,0,Yes,56,59,72,Yes,Low,7,6,C,Sedang,Ideal,2,Sedang
S07909,21,Female,9,Auditory,5,Yes,88,50,84,Yes,Low,7,9,D,Rendah,Lebih,1,Sedang
S07910,28,Female,37,Reading/Writing,18,Yes,75,78,50,No,Medium,18,7,B,Baik,Ideal,0,Baik
S07911,22,Male,35,Kinesthetic,10,No,89,50,78,Yes,Low,14,5,D,Rendah,Cukup,2,Sedang
S07912,26,Male,31,Kinesthetic,2,Yes,84,41,76,Yes,High,5,7,D,Rendah,Ideal,0,Rendah
S07913,28,Female,35,Kinesthetic,0,Yes,94,86,69,No,High,12,7,A,Sangat Baik,Ideal,0,Sangat Baik
S07914,21,Female,26,Visual,18,Yes,86,63,77,No,Medium,14,8,C,Sedang,Lebih,2,Sedang
S07915,27,Female,39,Visual,13,Yes,66,100,99,Yes,Medium,24,5,A,Sangat Baik,Cukup,2,Sangat Baik
S07916,21,Male,12,Visual,19,Yes,60,60,59,Yes,High,0,5,C,Sedang,Cukup,1,Sedang
S07917,21,Male,10,Visual,13,Yes,62,94,89,Yes,High,29,8,A,Sangat Baik,Lebih,1,Sangat Baik
S07918,27,Male,39,Kinesthetic,5,Yes,53,93,88,No,Low,22,4,A,Sangat Baik,Cukup,0,Sangat Baik
S07919,23,Female,12,Visual,3,Yes,91,73,85,Yes,Medium,26,10,B,Baik,Lebih,1,Baik
S07920,20,Male,28,Reading/Writing,0,Yes,51,99,82,Yes,Medium,21,4,A,Sangat Baik,Cukup,1,Sangat Baik
S07921,27,Female,30,Kinesthetic,2,No,57,75,60,Yes,Medium,13,5,B,Baik,Cukup,0,Baik
S07922,23,Female,13,Kinesthetic,10,Yes,89,63,76,Yes,Medium,27,6,C,Sedang,Ideal,1,Sedang
S07923,25,Male,6,Kinesthetic,19,No,68,64,95,Yes,Low,6,8,C,Sedang,Lebih,1,Sedang
S07924,26,Female,38,Kinesthetic,9,Yes,55,41,96,No,Medium,1,10,D,Rendah,Lebih,2,Rendah
S07925,22,Male,13,Reading/Writing,19,Yes,98,40,85,Yes,Medium,14,5,D,Rendah,Cukup,1,Rendah
S07926,26,Male,13,Auditory,7,No,50,53,96,Yes,Medium,15,7,D,Sedang,Ideal,0,Sedang
S07927,28,Female,34,Auditory,13,No,78,65,98,Yes,High,28,8,C,Sedang,Lebih,0,Sedang
S07928,18,Male,33,Kinesthetic,11,Yes,59,68,97,Yes,Medium,27,6,C,Sedang,Ideal,2,Sedang
S07929,25,Male,41,Reading/Writing,0,No,60,60,74,Yes,Medium,24,9,C,Sedang,Lebih,0,Sedang
S07930,18,Male,14,Auditory,3,Yes,95,64,56,Yes,Medium,5,5,C,Sedang,Cukup,1,Sedang
S07931,20,Male,34,Visual,16,Yes,68,53,89,Yes,Low,1,8,D,Sedang,Lebih,2,Sedang
S07932,19,Female,36,Reading/Writing,9,No,76,55,98,No,Low,18,8,C,Sedang,Lebih,2,Sedang
S07933,22,Female,38,Auditory,16,No,70,61,58,Yes,Medium,11,5,C,Sedang,Cukup,2,Sedang
